FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2309,3,249,USA,3,BOG,50,9,169,1,104,2,8,2,9031809000,13,11,U,8,86,77,5100,20138370,0.0,1354.43,0.0,0.0
2309,3,249,USA,3,BOG,50,9,249,1,198,1,8,2,301110090,11,11,U,13200,295,290,2372,9701835,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,50,9,249,1,198,1,8,2,301110090,50,11,U,22090,909,890,5307,21395409,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,50,9,249,1,199,1,8,2,301110020,50,11,U,100,20,20,175,702146,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,50,9,249,1,199,1,8,2,301110090,50,11,U,11680,680,680,3000,12036780,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,63,9,169,1,198,1,8,2,901119000,63,33,KG,144,147,144,3065,12155960,0.0,507.0,12.0,0.0
2309,3,249,USA,3,BOG,63,9,249,1,198,1,8,2,709999000,63,33,KG,931,965,931,8924,35233946,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,63,9,249,1,198,1,8,2,910999000,63,33,KG,488,506,488,2028,8007959,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,63,9,249,1,198,1,8,2,1211909000,63,33,KG,1682,1743,1682,7357,29046959,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,66,0,580,1,198,1,8,2,6204620000,66,11,U,803,393,355,12779,50460437,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,66,3,493,1,198,1,8,2,603199090,66,11,U,72800,1137,810,16016,64126808,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,66,3,573,1,198,1,8,2,603199090,66,11,U,118099,1806,1358,24993,100772128,0.0,2108.0,0.0,0.0
2309,3,249,USA,3,BOG,66,9,169,1,198,1,8,1,8522100000,66,11,U,500,1,1,2990,12149446,2858.0,76.23,2.38,17.52
2309,3,249,USA,3,BOG,66,9,169,1,198,1,8,1,8522909000,66,11,U,2385,3,3,9561,38851613,5650.54,243.77,7.61,56.03
2309,3,249,USA,3,BOG,66,9,169,1,198,1,8,2,8309900000,66,33,KG,9,10,9,480,1961074,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,66,9,249,1,198,1,8,2,304420000,66,33,KG,4509,5138,4509,34836,139945324,0.0,6674.09,0.0,0.0
2309,3,249,USA,3,BOG,66,9,249,1,198,1,8,2,603199090,66,11,U,205306,2766,2259,42697,171606427,0.0,2613.0,0.0,0.0
2309,3,249,USA,3,BOG,66,9,249,1,198,1,8,2,604200000,66,33,KG,113,133,113,975,3951227,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,66,9,249,1,198,1,8,2,6204620000,66,11,U,230,114,111,3046,12027740,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,66,9,249,1,198,1,8,2,9403990000,66,11,U,267,412,335,1875,7523798,0.0,0.0,0.0,1090.0
2309,3,249,USA,3,BOG,66,9,249,1,199,1,8,2,304420000,66,33,KG,2404,2814,2404,19332,78657177,0.0,2804.74,0.0,0.0
2309,3,249,USA,3,BOG,66,9,249,1,199,1,8,2,1806310000,66,33,KG,106,140,106,4777,19436771,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,4805300000,68,33,KG,31,31,31,162,640049,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,4819100000,68,11,U,1500,203,200,1815,7170920,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,4821900000,68,33,KG,31,31,31,42,165939,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,4911100000,68,33,KG,31,31,31,213,841546,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,6402999000,68,19,2U,80,79,78,1084,4282797,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,6403999000,68,19,2U,280,284,280,4873,19252043,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,0,580,1,198,1,6,2,6404190000,68,19,2U,40,41,40,542,2141399,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6203429000,68,11,U,155,30,27,1735,6847586,1364.47,118.04,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6203430000,68,11,U,45,6,5,469,1906732,372.46,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6204420000,68,11,U,613,59,56,14466,57071380,12035.02,989.41,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6204430000,68,11,U,1,0,0,9,35595,5.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6204620000,68,11,U,41,19,17,1060,4164762,954.49,82.81,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6205300000,68,11,U,70,9,8,718,2916680,574.76,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6206300000,68,11,U,117,11,10,1442,5663598,1176.78,112.62,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6208910000,68,11,U,58,5,5,451,1770711,356.81,35.21,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6209200000,68,11,U,913,88,83,15323,60519071,12987.59,1007.47,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6209300000,68,11,U,45,6,5,821,3335612,712.01,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6211320000,68,11,U,10,3,3,199,807349,157.42,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6211330000,68,11,U,10,1,1,178,725269,147.41,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6211420000,68,11,U,17,2,2,352,1429043,275.76,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6211430000,68,11,U,1,0,0,8,32344,5.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,1,6215900000,68,11,U,60,8,7,74,301501,52.88,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6103420000,68,11,U,38,4,4,293,1197787,0.0,27.39,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6104420000,68,11,U,44,5,5,739,3025989,0.0,69.19,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6104620000,68,11,U,20,2,2,174,712286,0.0,16.29,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6104630000,68,11,U,15,2,2,132,540355,0.0,12.35,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6106100000,68,11,U,26,3,3,180,726470,0.0,15.93,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6109100000,68,11,U,73,8,8,599,2452271,0.0,56.07,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6111200000,68,11,U,80,9,8,1114,4545317,0.0,102.9,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6203429000,68,11,U,152,23,21,1233,4967920,0.0,108.05,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6203430000,68,11,U,55,6,6,348,1368220,0.0,27.21,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6204420000,68,11,U,115,21,20,3523,14421343,0.0,386.16,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6204430000,68,11,U,33,4,3,431,1762909,0.0,40.31,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6204630000,68,11,U,58,6,6,540,2120171,0.0,42.16,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6205200000,68,11,U,88,9,9,899,3530738,0.0,70.2,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6207910000,68,11,U,20,2,2,257,1008782,0.0,20.06,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6208190000,68,11,U,40,8,8,520,2128672,0.0,58.13,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6208910000,68,11,U,8,1,1,37,145818,0.0,2.9,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6209200000,68,11,U,453,54,51,6613,26666727,0.0,606.88,0.0,0.0
2309,3,249,USA,3,BOG,68,9,169,1,198,1,8,2,6209300000,68,11,U,79,8,8,961,3781314,0.0,75.66,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6103420000,68,11,U,322,49,41,5747,23559578,5091.49,283.5,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6104420000,68,11,U,581,89,76,11805,48226326,9733.23,574.09,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6104620000,68,11,U,427,72,63,5394,22112970,4632.93,265.09,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6105100000,68,11,U,154,23,20,2509,10286205,2156.18,123.78,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6106100000,68,11,U,389,56,48,5454,22356012,4796.14,267.59,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6107210000,68,11,U,300,41,35,3016,12182436,2342.05,140.37,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6108210000,68,11,U,16,2,2,144,590285,136.9,6.9,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6108310000,68,11,U,52,8,7,1198,4682205,997.9,48.49,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6108910000,68,11,U,55,8,7,417,1709489,343.46,20.57,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6109100000,68,11,U,312,47,40,4501,18449925,3704.73,222.01,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6110201000,68,11,U,392,89,80,8111,32633237,7359.21,449.01,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6110209000,68,11,U,198,30,25,2129,8727361,1623.77,105.01,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6111200000,68,11,U,2910,334,295,36709,146250517,32657.68,1670.14,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6202200000,68,11,U,70,32,24,2977,11757057,2495.49,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6202400000,68,11,U,56,20,16,1277,5122492,879.19,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6203310000,68,11,U,203,163,148,6513,25716501,5146.04,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6203320000,68,11,U,109,65,49,3164,12494358,2886.53,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6203330000,68,11,U,63,32,24,2583,10198426,1981.34,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6203429000,68,11,U,374,113,91,4578,18276841,4046.87,64.97,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6203430000,68,11,U,159,19,17,1442,5889647,1321.58,68.23,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204320000,68,11,U,170,70,62,5423,21760372,4451.08,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204330000,68,11,U,113,32,24,4000,15796419,2875.85,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204420000,68,11,U,3393,292,233,59213,235310577,49502.78,41.47,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204430000,68,11,U,1214,159,135,24178,98009464,21448.78,622.85,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204510000,68,11,U,115,32,24,1272,5021641,828.01,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204520000,68,11,U,1205,273,239,15484,61466134,11733.5,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204530000,68,11,U,180,22,19,1750,7174420,1629.98,83.87,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204620000,68,11,U,128,47,38,1576,6220185,1357.25,6.94,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6204630000,68,11,U,141,36,28,2037,8146919,1467.6,33.28,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6205200000,68,11,U,48,7,6,815,3183595,665.76,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6205300000,68,11,U,290,34,31,2934,11994339,2719.56,139.28,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6206300000,68,11,U,527,141,121,7658,30569933,6129.63,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6206400000,68,11,U,408,49,44,3946,16176673,3673.11,189.12,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6207991000,68,11,U,48,6,5,345,1408464,313.29,16.31,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6208910000,68,11,U,148,52,40,1118,4436977,990.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6209200000,68,11,U,1698,209,167,21740,86150712,17702.51,66.93,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6209300000,68,11,U,957,157,135,12099,49432150,11229.18,527.18,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6215900000,68,11,U,268,143,113,1313,5229970,1176.8,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6217100000,18,11,U,23,20,16,282,1130093,169.03,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6217100000,68,11,U,235,71,56,1623,6461331,1599.72,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6302109000,68,11,U,332,31,28,5279,20625380,3542.79,213.61,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6307909000,68,11,U,44,4,4,484,1891402,422.55,19.59,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6505009000,68,11,U,302,117,94,827,3294134,769.83,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,6506990000,68,11,U,246,157,128,3304,13255544,3033.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,1,9503002800,68,11,U,23,3,3,172,705226,150.06,8.49,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,2710191500,68,67,M3,17412,13782297,13782297,13174589,53325818696,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6101300000,68,11,U,120,17,16,1500,6095040,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6102300000,68,11,U,65,50,42,1109,4377331,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6103420000,68,11,U,117,16,15,699,2816241,0.0,6.49,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6103430000,68,11,U,12,2,1,270,1056510,0.0,11.78,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6104420000,68,11,U,5,1,1,124,485666,0.0,5.42,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6104430000,68,11,U,444,88,81,6027,23950825,0.0,18.62,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6104530000,68,11,U,178,27,25,2524,10068696,0.0,52.03,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6104620000,68,11,U,13,2,1,223,870917,0.0,9.71,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6104630000,68,11,U,30,4,3,651,2545157,0.0,28.39,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6105209000,68,11,U,400,48,46,3838,15595176,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6106100000,68,11,U,9,2,2,250,976412,0.0,10.89,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6106200000,68,11,U,152,22,21,1521,6130248,0.0,14.44,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6107210000,68,11,U,12,2,1,217,848646,0.0,9.47,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6108310000,68,11,U,22,3,2,398,1555851,0.0,17.35,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6109100000,68,11,U,6,1,1,128,501686,0.0,5.6,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6109909000,68,11,U,18,3,3,420,1640247,0.0,18.3,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6110201000,68,11,U,70,12,11,909,3552435,0.0,38.48,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6110309000,68,11,U,48,6,5,1422,5557225,0.0,61.99,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6111200000,68,11,U,36,5,4,883,3451434,0.0,38.31,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6111300000,68,11,U,18,2,2,463,1826669,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6201400000,68,11,U,64,25,21,1308,5165294,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6202400000,68,11,U,208,25,21,5421,21404126,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6203320000,68,11,U,20,5,5,358,1454683,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6203429000,68,11,U,31,11,11,543,2141258,0.0,17.96,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6203430000,68,11,U,412,52,49,3825,15414934,0.0,34.04,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204320000,68,11,U,590,262,262,6315,25659103,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204420000,68,11,U,636,98,62,15274,60831282,0.0,233.34,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204430000,68,11,U,773,130,118,12727,50120574,0.0,400.94,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204520000,68,11,U,3,0,0,43,167619,0.0,1.87,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204530000,68,11,U,150,22,20,1606,6273026,0.0,67.08,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204620000,68,11,U,4766,2147,2006,48207,194687285,0.0,2.48,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6204630000,68,11,U,48,7,6,1002,3914048,0.0,41.93,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6205200000,68,11,U,17,5,4,258,1024534,0.0,6.53,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6206300000,68,11,U,368,95,85,5965,23818011,0.0,21.22,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6206400000,68,11,U,373,58,51,3875,15194733,0.0,108.89,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6208910000,68,11,U,3,0,0,34,132454,0.0,1.48,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6208920000,68,11,U,66,9,9,688,2688160,0.0,28.78,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6209200000,68,11,U,654,151,107,13899,55143037,0.0,467.54,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6209300000,68,11,U,1196,214,188,19206,75154804,0.0,902.97,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6209909000,68,11,U,45,8,7,1817,7098033,0.0,111.59,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6211320000,68,11,U,14,3,3,288,1169841,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6211420000,68,11,U,6,1,1,162,658264,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6211430000,68,11,U,4,1,1,60,242176,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6212200000,68,11,U,956,425,425,12020,48841587,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6215900000,68,11,U,57,25,21,328,1294384,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6217100000,68,11,U,286,50,42,3478,13733381,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6302109000,68,11,U,4,1,0,103,401661,0.0,4.48,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6404111000,68,19,2U,122,54,54,1571,6384107,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,6505009000,68,11,U,79,27,22,313,1234079,0.0,3.62,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,198,1,8,2,9615110000,68,11,U,100,14,13,250,1015840,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,199,1,8,2,6204420000,68,11,U,36,7,7,601,2442892,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,199,1,8,2,6204620000,68,11,U,345,166,125,2760,11073838,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,199,1,8,2,6206300000,68,11,U,32,6,6,566,2301487,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,199,1,8,2,6209200000,68,11,U,50,10,10,769,3124724,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,68,9,249,1,199,1,8,2,6211420000,68,11,U,8,2,2,122,494105,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,169,1,198,1,8,2,2101110090,73,33,KG,420,446,420,10252,40374226,0.0,1755.66,7.81,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,5,2,703900020,73,33,KG,112,125,112,482,1891046,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,5,2,910999000,73,33,KG,1688,2473,1688,5264,20668667,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,5,2,1211909000,73,33,KG,13333,14842,13333,40405,158654262,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,803902000,73,33,KG,362,573,362,3759,15409221,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,804300000,73,33,KG,454,718,454,7606,31178228,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,804502000,73,33,KG,341,540,341,4768,19544740,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,813400000,73,33,KG,601,952,601,8879,36397412,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,910991000,73,33,KG,110,124,110,1690,6637222,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,910999000,73,33,KG,1715,1921,1715,10156,39895612,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,198,1,8,2,1211909000,73,33,KG,7364,8329,7364,31100,122545721,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,199,1,5,2,1211909000,73,33,KG,11374,18952,11374,36435,144944255,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,199,1,8,2,709999000,73,33,KG,198,228,198,49,193486,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,73,9,249,1,199,1,8,2,1211909000,73,33,KG,1078,1238,1078,4321,17557169,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,0,580,1,198,1,8,2,3304300000,76,33,KG,300,337,300,5489,22333015,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,0,580,1,198,1,8,2,4015909000,76,11,U,1995,813,799,20642,82193834,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,0,580,1,198,1,8,2,6212200000,76,11,U,14329,5655,5430,159526,640571086,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,0,580,1,198,1,8,2,6212300000,76,11,U,1360,533,503,13056,52788443,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,9,149,1,198,1,8,2,8422409090,76,11,U,1,2655,1900,77305,316456853,0.0,5096.03,35.78,2475.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,1,6109909000,76,11,U,6163,1530,1380,31985,127957294,23538.74,4770.0,145.0,95.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,1,6110309000,76,11,U,195,51,38,907,3552612,763.22,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,4202290000,76,11,U,21,17,12,5692,22711724,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,4203400000,76,11,U,46,30,25,11960,48625777,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,6104410000,76,11,U,8,5,5,1458,5915066,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,6104420000,76,11,U,50,32,28,9569,38680952,0.0,0.0,0.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,6105209000,76,11,U,500,165,155,4525,17775467,0.0,755.0,95.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,6108290000,76,11,U,85,12,12,986,4041811,0.0,185.23,0.0,0.0
2309,3,249,USA,3,BOG,76,9,169,1,198,1,8,2,6114909000,76,11,U,16,13,12,4912,19396014,0.0,0.0,0.0,0.0
